Address,Zipcode,Date Sold,Sold Price,Bed,Bath,Square foot,SFR,Lot Size,Age of Building
1765 Dennis Ave,93611,an-20,-1,4,1.75,"1,522",TRUE,0.32 a,45
2434 Sample Ave,93611,Dec-19,"315,000",3,2,"1,698",TRUE,"7,683",17
9650 E Shaw Ave,93619,Dec-19,-1,3,1.25,"1,727",TRUE,2.04 a,71
8891 E Herndon Ave,93619,Dec-19,"490,000",4,2.5,"2,443",TRUE,2.17 a,41
7819 N Willow Ave,93611,Dec-19,"1,351,500",3,2,"2,548",TRUE,2.02 a,50
1334 N Kaweah Ave,93619,Dec-19,"550,000",5,3.5,"3,331",TRUE,"9,029",3
493 Powers Ave,93619,Dec-19,"400,000",3,2,"2,153",TRUE,"6,464",15
1860 N Dupree Ln,93619,Dec-19,"290,000",2,3,"1,464",TRUE,"3,641",13
3440 Descanso Ave,93619,Dec-19,"306,000",3,2.5,"1,440",TRUE,"3,798",2
3773 Euphoria Pl,93619,Dec-19,"290,000",3,3,"1,652",TRUE,"2,052",3
852 W Santa Ana Ave,93612,Dec-19,"217,500",3,1.75,"1,288",TRUE,"6,198",59
424 W Paul Ave,93612,Dec-19,"322,000",3,2,"1,779",TRUE,0.28 a,41
7835 N Willow Ave,93611,Dec-19,"1,021,000",4,2.25,"2,567",TRUE,1.42 a,35
9188 E Shaw Ave,93619,Dec-19,-1,3,2,"2,102",TRUE,7.00 a,59
125 Rialto Ave,93612,Dec-19,"200,000",3,2,960,TRUE,"7,501",60
266 W Swift Ave,93612,Dec-19,"242,000",3,1.75,"1,228",TRUE,"9,099",49
26602 Twin Ponds Rd,93619,Dec-19,"333,000",3,2,"1,512",TRUE,2.03 a,40
2560 Villa Ave,93612,Dec-19,-1,1,1,500,FALSE,"7,535",85
2204 Peach Ave,93612,Dec-19,"96,000",2,1,843,TRUE,439,49
3893 Buckingham Ave,93619,Dec-19,"400,000",4,4,"2,438",TRUE,"6,839",1
2462 Poe Ave,93611,Dec-19,"487,000",5,2.5,"2,776",TRUE,"9,975",27
887 Loyola Ave,93619,Dec-19,-1,3,3,"2,721",TRUE,"6,760",15
2061 Los Altos Ave,93611,Dec-19,"285,000",3,1.75,"1,454",TRUE,"6,446",32
1066 Lindsay Ln,93619,Dec-19,-1,3,2,"1,885",TRUE,"5,270",2021
292 W Trenton Ave,93619,Dec-19,"665,000",6,3,"3,257",TRUE,"10,585",19
872 Minarets Ave,93611,Dec-19,"330,000",3,2,"1,860",TRUE,"9,600",29
3962 Finchwood Ave,93619,Dec-19,"380,000",3,2,"1,900",TRUE,"7,200",1
